STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,schedule,Type of schedule,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BA,Bosnia and Herzegovina,2024-Q4,,427238,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2001-Q1,,4477561,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2001-Q2,,5791202,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2001-Q3,,6240797,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2001-Q4,,3279478,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2002-Q1,,2051784,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2002-Q2,,3830863,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2002-Q3,,4539889,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2002-Q4,,3339408,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2003-Q1,,2972188,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2003-Q2,,4029812,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2003-Q3,,4754039,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2003-Q4,,3443265,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2004-Q1,,3491378,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2004-Q2,,4687015,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2004-Q3,,5395673,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2004-Q4,,3995937,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2005-Q1,,3490240,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2005-Q2,,4820227,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2005-Q3,,5544259,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2005-Q4,,4062179,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2006-Q1,,3773533,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2006-Q2,,5264726,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2006-Q3,,5884027,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2006-Q4,,4370673,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2007-Q1,,4069547,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2007-Q2,,5486172,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2007-Q3,,6449473,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2007-Q4,,5013114,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2008-Q1,,4707179,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2008-Q2,,6032311,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2008-Q3,,6724055,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2008-Q4,,4878484,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2009-Q1,,4152382,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2009-Q2,,5848142,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2009-Q3,,6676373,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2009-Q4,,5041708,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2010-Q1,,4502122,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2010-Q2,,5797053,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2010-Q3,,7207675,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2010-Q4,,5537513,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2011-Q1,,4928213,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2011-Q2,,6798260,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2011-Q3,,7862241,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2011-Q4,,5807368,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2012-Q1,,5100956,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2012-Q2,,7057310,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2012-Q3,,8169524,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2012-Q4,,5850296,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2013-Q1,,5093562,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2013-Q2,,7184203,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2013-Q3,,8290838,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2013-Q4,,6033102,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2014-Q1,,5338905,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2014-Q2,,7879751,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2014-Q3,,9121395,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2014-Q4,,6762010,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2015-Q1,,5989112,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2015-Q2,,8472448,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2015-Q3,,9682910,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2015-Q4,,7209480,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2016-Q1,,6091062,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2016-Q2,,7448818,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2016-Q3,,9333786,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2016-Q4,,7333469,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2017-Q1,,6617891,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2017-Q2,,8863371,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2017-Q3,,10080489,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2017-Q4,,7716078,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2018-Q1,,6993360,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2018-Q2,,9276798,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2018-Q3,,10329250,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2018-Q4,,7973342,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2019-Q1,,7112304,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2019-Q2,,9497050,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2019-Q3,,10558817,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2019-Q4,,8327308,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2020-Q1,,5784587,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2020-Q2,,150996,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2020-Q3,,2316661,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2020-Q4,,1269419,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2021-Q1,,771429,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2021-Q2,,1746372,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_BRD,Passengers on board,TOTAL,Total transport,TOT,Total,BE,Belgium,2021-Q3,,5943768,,,,,
