STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,aircraft,Aircraft,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2020-Q2,,16467,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2020-Q3,,41350,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2020-Q4,,31507,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2021-Q1,,24625,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2021-Q2,,35091,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2021-Q3,,62180,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2021-Q4,,59618,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2022-Q1,,52423,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2022-Q2,,68856,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2022-Q3,,76459,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2022-Q4,,62849,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2023-Q1,,57792,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2023-Q2,,72481,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2023-Q3,,77165,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2023-Q4,,66200,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2024-Q1,,60621,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2024-Q2,,75219,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2024-Q3,,80624,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2024-Q4,,70395,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2025-Q1,,63898,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2025-Q2,,77600,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2025-Q3,,83731,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2010-Q1,,10421,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2010-Q2,,15612,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2010-Q3,,25449,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2010-Q4,,11511,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2011-Q1,,10705,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2011-Q2,,16654,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2011-Q3,,26589,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2011-Q4,,10618,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2012-Q1,,9517,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2012-Q2,,15763,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2012-Q3,,25979,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2012-Q4,,9531,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2014-Q1,,9026,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2014-Q2,,16707,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2014-Q3,,27109,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2014-Q4,,9740,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2015-Q1,,9246,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2015-Q2,,15730,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2015-Q3,,27413,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2015-Q4,,10642,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2016-Q1,,10427,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2016-Q2,,18736,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2016-Q3,,32263,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2016-Q4,,13395,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2018-Q1,,13181,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2018-Q2,,23699,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2018-Q3,,37155,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2018-Q4,,14570,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2019-Q1,,13371,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2019-Q2,,21800,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2019-Q3,,33698,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2019-Q4,,14877,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2020-Q1,,12658,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2020-Q2,,3699,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2020-Q3,,12921,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2020-Q4,,6575,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2021-Q1,,5747,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2021-Q2,,8031,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2021-Q3,,20612,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2021-Q4,,11012,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2022-Q1,,9410,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2022-Q2,,16451,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2022-Q3,,24229,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2022-Q4,,13420,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2023-Q1,,12890,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2023-Q2,,18880,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2023-Q3,,26893,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2023-Q4,,14801,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2024-Q1,,13692,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2024-Q2,,19201,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2024-Q3,,27565,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2024-Q4,,15348,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2025-Q1,,14690,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2025-Q2,,21060,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2025-Q3,,28529,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2025-Q4,,17059,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BG,Bulgaria,2026-Q1,,15609,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2010-Q1,,94861,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2010-Q2,,94818,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2010-Q3,,104556,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2010-Q4,,96432,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2011-Q1,,102226,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2011-Q2,,108043,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2011-Q3,,112202,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2011-Q4,,103473,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2012-Q1,,104374,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2012-Q2,,110141,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2012-Q3,,115154,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2012-Q4,,102635,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,CH,Switzerland,2014-Q1,,99586,,,,,
